id,corpus_id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx
,,Gaude et laetare Jerusalem,201896,8,,,NL-Uu 406,3,020v,,,,feast_1202,genre_a,office_v,,,,Gaude et laetare Jerusalem ecce rex tuus venit de quo prophetae praedixerunt quem angeli adoraverunt quem cherubim et seraphim sanctus sanctus sanctus proclamant,,1---gd--fg---g---g--gh--g---gf--fgh--fed--dddf---c--d---f---fg--g---h--gf---f---hg---gk--kkj--hg---fe--fgf77--g--g---g---gh--h--h---h-hg--fe--fgf--g--g---f---g--f--g---h---k--k--jkhg---hkg--h---hg--hg---fec--f---gh--h--g7---4---g--h---k--k--k---3,,,
,,Gaude et laetare*,201896,,,,CZ-PLm 504 C 004,,009v,,,,,genre_a,office_v,,,,Gaude et laetare*,,1---gf--f---f---f--gh--g---5,,,
,,Gaude et laetare*,201896,8,,,NL-Uu 406,N,021v,,,,feast_1202,genre_a,office_c,,,,Gaude et laetare*,,1---gd--fg---g---g--gh--g7---3,,,
,,Gaude et letare Ierusalem ecce rex ,201896,,,,CZ-Pn XV A 10,,007r,,,,feast_0390,genre_a,office_v,,,,Gaude et letare Ierusalem ecce rex ,,1---hg--g---g---7f--gh--g---gf--7f-gh--f-e-d--df---7c--d---e---7fg--g---h--gf--f---f---hg---hk--kj--hg---fe--fgf--g--g---7g---g--g--gh---hg--fe--fgf--g--g---g--g---g--f--g---h---k--7k--jk-j-h-g---g-hk--h---h--hg---f--f---gh--h--7g---4---k---k---j---k---h---g---5,,,
,,Gaude et letare Ierusalem ecce rex ,201896,,,,CZ-Pu I D 20,3,014r,,,,feast_1765,genre_a,office_v,,,,Gaude et letare Ierusalem ecce rex tuus venit de quo prophetae predixerunt quem angeli adoraverunt quem cherubim et seraphim sanctus sanctus sanctus proclamant,,1---gd--fg---g---g--gh--g---gf--g-h-j--f-e-d--df---c--d---e---fg--g---h--gf---h---hg---hj--kj--hg---fe--fgf--g--g---g---7g--f--gh---hg--fe--fgf--g--g---g---g--f--g---h---k--k--jk-j-h-g---g-h-k--h---h--hg---f--f---gh--h--g---4---k---kk---j---k---h---g---5,,,
,,Gaude et letare Iherusalem ecce rex ,201896,,,,A-VOR Cod. 259/I,,070r,,,,feast_1765,genre_a,office_v,,,,Gaude et letare Iherusalem ecce rex ,,1---g-f-e--f---f---7f--gh--g---gf--f-gh--f-e-d--df---c--d---7e---fg--g---h--gf--f---f---hg---hk--7kj--hg---fe--fgf--g--g---g---g--g--gh---hg--fe--fgf--g--g---f--f---7g--f--g---h---k--k--jk-j-h-g---g-hk--h---h--hg---f--f---gh--h--g---4---k---k---j---k---h---g---5,,,
,,Gaude et letare Iherusalem ecce rex ,201896,,,,CZ-HKm II A 4,,001r,,,,feast_0390,genre_a,office_v,,,,Gaude et letare Iherusalem ecce rex ,,1---gf--f---f---f--7gh--g---gf--f-gh--7f-e-d--df---c--d---7f---fg--g---h--7gf--f---f---hg---7hk--kj--hg---fe--fgf--g--g---g---g--g--gh---hg--fe--fgf--g--g---g--g---7g--f--g---h---k--k--jk-h-g---g-hk--h---h--hg---f--f---gh--h--g---5,,,
,,Gaude et letare Iherusalem ecce rex ,201896,,,,CZ-Pu XIV A 19,,001r,,,,feast_0390,genre_a,office_v,,,,Gaude et letare Iherusalem ecce rex ,,1---gge--7f---7f---f--gh--g---7gf--f--gh-f-e-d--7df---c--d---7e---fg--g---h--gf--f---f---hg---hk--kj--hg---fe--7fgf--g--g---g---g--g--gh---hg--fe--fgf--g--g---7f--f---g--f--g---h---k--k--jk-j-h-g---g-hk-k--h---7h--hg---ffd--f---gh--h--g---4---k---k---j---k---h---g---5,,,
,,Gaude et letare Iherusalem ecce rex ,201896,,,,CZ-Pu XXIII A 2,,002r,,,,feast_0390,genre_a,office_v,,,,Gaude et letare Iherusalem ecce rex ,,1---gf--f---f---f--gh--g---g--f--f-gh--f-e-d--d-f---c--d---f---7fg--g---h--gf--f---f---hg---hk--kj--hg---fe--fgf--g--g---g---7g--g--gh---hg--fe--fgf--g--g---g--g---g--f--g---h---k--k--jkhhg---7g-hk--h---h--hg---f--f---gh--h--g---4---kkk--j--k--hg---4,,,
,,Gaude et letare Iherusalem quia rex ,201896,,,,CZ-Pn XII A 24,6,029r,,,,feast_1765,genre_a,office_v,,,,Gaude et letare Iherusalem quia rex tuus venit de quo prophete predixerunt quem angeli adoraverunt cui cherubyn et seraphyn sanctus sanctus sanctus proclamant,,1---gg--f---g---7g--gh--g---gf--f-gh--f-e-d--df---c--d---e---fg--g---h--gf---7g---hg---hk--kj--hg---fe--fg--g--g---g---g--g--gh---7hg--fe--fgf--g--g---g--g---g--f--g----h---k--k--jkhg---g-hkk--7h---h--hg---ff--f---gh--h--g---5,,,
,,Gloria patri et filio et ,007040b,,,,US-HA Rauner Codex MS 003203,02,070v,,,,feast_0227,genre_v,office_m,,,,Gloria patri et filio et spiritui sancto,,1---k--k-j--k-l-k-j-h-g-h-h-g---j-h77--j-k---h-j---g--g-h-j-h--h-g---g---g7--h-j-h-g-h-j-h--g-f--g-h---h-k-k-l-k-j-h7--h-j-h-g-h-g---3---j-k-l-j---4,,,
,,Gloria patri et filio et ,007040b,1,,,"CH-ROM FiD 1, flyleaves (fragment)",02,002v,,,,feast_0212,genre_v,office_m,,,,Gloria patri et filio et spiritui sancto,,h--gh--gfe-ed---gh--h---hkl---lh-kjhg-gf--gh--h---h---h--hgfee--d--efd---cd--d---|---hhkgfed---d--fdfgh--dffd--d---,,,
,,Gloria patri et filio et ,007040b,1,,,"F-Pnm NAL 2444, ff.53-55 (fragment)",02,055v,,,,feast_0983,genre_v,office_m,,,,Gloria patri et filio et spiritui sancto,,h--h--hghggf---hf--gh---gh---h--hjh--h---h---h7--hghg--gf--fgh---hgfegh--gf---|---e---g--h---h--hk---,,,
,,Gloria patri et filio et ,007040b,1,,,CDN-Private-uhiz,02,001v,,,,feast_0493,genre_v,office_v,,,,Gloria patri et filio et spiritui sancto,,gkhg-hjg-fgh-kkhg-hjgf-ghfd-efdc-df-fg-hjkjh--gh--gf---gh--h---hjkj---gh--hjh--h---h---h--hghg--ge--fg---gf-fed--dfdc-dfgf---|---cd---fgfed---,,,
,,Gloria patri et filio et ,007040b,1,,,F-Pnm Lat.11411 ff.37-38 (fragment),02,037r,,,,feast_1194,genre_v,office_m,,,,Gloria patri et filio et spiritui sancto,,dh-hj--hgf-gfed--cd---fg--h---hg---hhgf--g--h---f---gf--ghf--ed--c---cdf-fgh-hfgfed--cdc---,,,
,,Gloria patri et filio et ,007040b,2,,,USA-Phpc D-0zgch (fragment),02,001v,,,,feast_0445,genre_v,office_v,,,,Gloria patri et filio et spiritui sancto,,cdf--fg--f---fe--fg---ef---d--defe--ed---d---d7--defedc--d--fefgf---fede--d-dc---|---cd---,,,
,,Gloria patri et filio et ,007040b,4,,,F-Pnm NAL 2482 ff. 7-16 (fragment),02,016r,,,,feast_1125,genre_v,office_m,,,,Gloria patri et filio et spiritui sancto,,h--gh--gf-fghg-hgfe---dhf--h---h---h--fhd--fh---hd---f--f--gh--gf---ef--ed---,,,
,,Gloria patri et filio et ,007040b,7,,,"CH-ROM FiD 1, flyleaves (fragment)",02,002r,,,,feast_0212,genre_v,office_m,,,,Gloria patri et filio et spiritui sancto,,hk--kj--jg---jh--jk---hj---g--ghjh--hg---f---h7--k--j--h---klk-ljk-hgfg--gh-hg---|---gffd-ed-dc---,,,
,,Gloria patri et filio et spiritui ,007040b,,,,CZ-Pu I D 20,7,014r,,,,feast_1765,genre_v,office_v,,,,Gloria patri et filio et spiritui sancto,,1---dh--h--g-f-e---df--ghg---hk---h--gf--gh---g---7df--efg--fe--d---fg--hf-egf-dec-de---5,,,
,,Hodie scietis,001084,,,,CH-SG 545,1,044rv,,,,feast_1202,genre_i,office_m,,,,Hodie scietis quia veniet dominus et mane videbitis gloriam eius.,,1--df--f--f---f--f--f--f--f--f--fd--df--g--gf--ghgh--g,,,
,,Illuminare illuminare Ierusalem venit lux tua ,006882,,,,CZ-Pu XVII E 1,1,026v,,,,feast_1765,genre_r,office_v,,,,Illuminare illuminare Ierusalem venit lux tua et gloria domini super te orta est,,1---f--f--77gh--h-g-ffg--gf---f--f--gh--h-7kl-k-j-klkl--lk---kl--l-7k-j-h-g--h-jkhj--jh---kh-kgh-7g-fg-f-h-kl--kj---ln---lk--7klk-khjh---k---lk--ln--nk-7kh---kh-jk--g-hj-h-g-fg--gf---77f--f---h---f--f-gh-g-fg---gf---5,,,
,,Iudea et Hierusalem nolite timere cras ,003511,,,,CZ-OLu M IV 6,,010v,,,,feast_1765,genre_a,office_l,,,,Iudea et Hierusalem nolite timere cras ,,1---g--g--gd---e---f--gh--h--g---g--g--hj---gh--hg--f---7kkj---hg--l--k--j--hg--g---g---gh--fe--d---ef--fh---h--g--gd---7f--h--g--g---4---k---k---j---k---h---g---5,,,
,,Iudea et Hierusalem nolite timere cras ,003511,,,,CZ-Pu I D 20,12,013r,,,,feast_1765,genre_a,office_l,,,,Iudea et Hierusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,1---g--g--g-f-e-d---f---f--gh--h--g---g--g--hk---g77---6-----6---6-----6---6------6---6---------6---6-----6---6-------6---6------6---6--------6---6--------6---5,,,
