id,corpus_id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx
,,Alme rector astrigere Christe perditor culpe ,007040.Tp1,,,,CZ-Pn XV A 10,,040v,,,,feast_1765,genre_tp,office_v,,,,Alme rector astrigere Christe perditor culpe ,,h--h---g--e---f--d--c--d---d--f---g--f--e---d--f---e--g---h--hg--e---g--eg--d,,,
,,Aule rector astrigere Christus perditor culpe ,007040.Tp1,,,,CZ-HKm II A 4,,027v,,,,feast_1765,genre_tp,office_v,,,,Aule rector astrigere Christus perditor culpe ,,h--h---g--e---f--d--c--d---d--e---f--g--fe---d--e---e--g---h--f--g---e--f--d,,,
,,Aule rector astringe Christus proditor culpe ,007040.Tp1,,,,CZ-Pu XVII E 1,2,026r,,,,feast_1765,genre_tp,office_v,,,,Aule rector astringe Christus proditor culpe vite largitor eterne,,h--h---g--e-f---d--c--d---d--e---f--g--fe---d--e---e--g---h--f--g---e--f--d,,,
,,Ave spes nostra dei genetrix ,001546,8,,,D-KA Aug. LX,M,056v,,,,feast_0067,genre_a,office_v,,,,Ave spes nostra dei genetrix intacta ave illud ave per angelum accipiens ave concipiens patris splendorem benedicta ave casta sanctissima virgo solam innuptam te glorificat omnis creatura matrem luminis alleluia alleluia,,fgh--g---g---gh--g---g--gf---fgh--fe--d---f--gh--g---ig-hik--h---f--he---fg--g---g---gf--dfedc--c---cdefghg--gf--gh--h---gi-kl--ghe-g-g---g--hk--h--g---h--g---gf--fed--d---f--gh--g--g---gfed-efg--g---h--g---f--h--g--hg-hkihg---ef--g---f--g---h--hk--g---g---ghg-hkihg--fe--fg--g---f--g---h--h--hk--g---fgh--fed---f--gh--gf---gh--h--gf--d---f--gh--h--g-g,,,
,,Ave spes nostra dei genetrix intacta ,001546,,,,CZ-Pn XV A 10,,007v,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genetrix intacta ,,f-gh--g---g---gh--g---g--gf---f-gh--fe--d---f--gh--g---hg-hk--hg---g--h-g-f-e---fgf--g---g---gf--df-e-c--c---cd-ff-ghg--fe--fgf--g---g-hkj-kl-e-f-g--g---g--hk--hg--g---h--g---g--fe--d---f--gh--g--g-f-e-d---e-fg--g---h--g---f--h--g--h-jk-j-h-g---ef--g---f--g---h--hk--g---g---hg-h-jk-j-h-g--fe--fgf--g---f--g---h--h--hk--g---f-gh--f-e-d---f-gh--g---h--h--hg--f-e-d---dh--h--g--g,,,
,,Ave spes nostra dei genitrix intacta ,001546,,,,CZ-HKm II A 4,,001v,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genitrix intacta ,,f-gh--g---g---gh--g---g--gf---f-gh--fe--d---f--gh--g---hg-h-jk--jh---g--h-g-f-e---fgf--g---g---gf--dfec--c---cd-ff-ghg--fe--fgf--g---g-hk-j-klg-f-gh--g---g--hk--h--h---h--g---g--fe--d---f--gh--g--g---g-f-e-d-e-fg--g---h--g---f--h--g--h-jk-j-h-g---ef--g---f--g---h--hk--g---g---hg-h-jk-j-h-g--fe--fgf--g---f--g---h--h--hkg---f-gh--f-e-d---f--gh--g---h--h--hg--f-e-d---dh--h--g--g,,,
,,Ave spes nostra dei genitrix intacta ,001546,,,,CZ-Pu XIV A 19,,001r,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genitrix intacta ,,f-gh--g---g---gh--g---g--gf---f-gh--fe--d---f--gh--g---hg-hk--h---g--gf---e-fg--g---g---gff--ddg-e-d-c--c---cd-ff-ghg--fe--fgf--g---g-hk-j-kl-e-fg--g---g--hk--h--h---h--g---g--fe--d---f--gh--g--g---g-f-e-d-e-fg--g---h--g---f--h--g--hg-hhk-j-h-g---ef--g---f--g---h--hk--g---g---hg-hhk-j-h-g--fe--fgf--g---f--g---h--h--hk--g---f-gh--f-e-d---f--gh--g---h--h--hg--f-e-d---dh--h--g--g,,,
,,Ave spes nostra dei genitrix intacta ,001546,,,,CZ-Pu XXIII A 2,,003r,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genitrix intacta ,,f-gh--g---g---gh--g---g--gf---f-gh--fe--d---f--gh--g---hg-hk-h--g---g--h-g-f-e---fgf--g---g---gf--df-e-d-c--c---cd-f--f-ghg--fg--g---g-hk-j-kl-f-gh-g-f-gh--g---g--hk--h--g---h--g---g--fe--d---f--gh--g--g---g-f-e-d-e-fg--g---h--g---f--h--g--h-jk-j-h-g-e---ef--g---f--gh---h--hk--g---g---hg-h-jk-j-h-g--fd--fgf--g---f--g---h--h--hk--g---f-gh--f-e-d---f--gh--g---h--h--hg--f-e-d---dh--h--g--g,,,
,,Ave spes nostra dei genitrix*,001546,,,,CZ-PLm 504 C 004,2,009v,,,,feast_1765,genre_a,office_v,,,,Ave spes nostra dei genitrix*,,fgh--g---g---gh--g---g--gf---fgh--fe--d,,,
,,Bethleem non es minima in ,001737,4,,,CH-E 611,1.3,001r,,,,feast_0390,genre_a,office_m,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,cd--efe--d---gf---g---fe--de--efede---c---f--g------------edfe--e---d---e---ghk--h---hgf--g--gh---gfe---f---gf--e---fg--f--f---fghgf--g---gh--gf--ed-ffe---d--e---ghk--h---h--h---hk--gf--e---ef--g--e---fed--d---e---f--g--f---gf--ed--efee,,,
,,Bethleem non es minima in ,001737,4,,,D-KA Aug. LX,2.,008v,,,,feast_0437,genre_a,office_m,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,cd--efed--d--d---gf---g---fe--de--efede---c---e--g--f--g---fe--efee---d---e---gh--k---h--hgf--ggh---gfe---f---gf--e---fg--f--ee---fghj--fg---gh--gf-ed--efe---d--e---ghk--h---h--hh---hk--gf--e---fg--f--ee---efed--d---e---f--g--f---gf--ed--efee,,,
,,Bethleem non es minima in ,001737,4,,,F-Pn lat. 12044,M,007v,,,,feast_1765,genre_a,office_v2,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,cd-efe--d---ge---g---fe--de--ef-e-de---c---e--g--d--gf---ed-ffe--e---c---e---ghk--h---hgf--gh--gf---edd---f---gf--ed---f--gh--h---hgf--g---gh--gf-hgfe--e---c--e---ghk--h---h--hg---hk--gfe--e---ef--g--f---fed--d---e---f--g--d---gf-ed-ffe--e,,,
,,Bethleem non es minima in ,001737,4,,,NL-Uu 406,B,015v,,,,feast_0444,genre_a,office_l,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,df--f--fed---gf---g---fe--df--f-fed-f---d---e--g--f--g---ed-fe--e---d---e---ghk--h---hgf--g--ghg---gfe---f---gf--e---fg--f--ed---fgghgf--g---gh--gf--e---d--e---ghk--h---h--hg---hk--gff--f---ef--g--gf---fed--d---e---f--g--f---gf-ed--ffe-e,,,
,,Bethleem non es minima in principibus ,001737,,,,A-VOR Cod. 259/I,,010v,,,,feast_0390,genre_a,office_p,,,,Bethleem non es minima in principibus ,,cd--ef-e-d--d---gf---ghg---fe--de--f-e-d-e---c---e--g--f--ghg---edefe--e---d---e---g-hk--h---h-g-f--g--gh---gf---e-fg---gf--ed---e-fg--f-ed---f-gh-g-f--g---ghg--edefe--e---d--e---g-hk--h---h--hg---hk--gf--f---e-fg--f--ed---ef-e-d--d---e---f--g--f---g--edefe--e,,,
,,Bethleem non es minima in principibus ,001737,,,,A-VOR Cod. 259/I,,070v,,,,feast_1765,genre_a,office_v,,,,Bethleem non es minima in principibus ,,cd--ef-e-d--d---gf---ghg---fe--de--f-e-de---c---e--g--f--ghg---ed-efe--e---d---e---g-hk--h---h-g-f--g--gh---gf---e-fg---gf--ed---e-fg--f--ed---f-gh-g-f--g---ghg--ed-efe--e---d--e---g-hk--h---h--hg---hk--gf--f---e-fg--f--ed---ef-e-d--d---e---f--g--f---g--ed-efe--e,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-HKm II A 4,,002r,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,cd--ef-e-d--d---gf---ghg---fe--de--ef-e-de---c---e--g--f--ghg---ed-efe--e---d---e---g-hk--h---h-g-f--g--ghg---f---e-fg---g-f-ef--ed---e-fg--f--e---f-gh-g-f--g---ghg--ed-efe--e---d--e---g-hk--h---h--h---hk--gf--f---e-fg--f--e---f-e-d-c--d---e---f--g--e---g--ecfe--e,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pn XV A 10,,007v,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,cd--ef-e--d---gf---ghg---fe--de--ef-e-de---c---e--g--f--ghg---ed-efe--d---e---g---hk--h---h-g-f--g--gf---f---e-fg---gef--ed---e-fg--f--e---f-gh-g-f--g---ghg--ed-efe--e---d--e---g-hk--h---h--h---hk--gf--f---e-fg--f--e---efd--d---e---f--g--e---g--ecd--e,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pu I D 20,4,014r,,,,feast_1765,genre_a,office_v,,,,Bethleem non es minima in principibus Iuda ex te enim exiet dux qui regat populum meum Ysrahel ipse enim salvum faciet populum suum a peccatis eorum,,cd--e--f-e-d---g-f---g---fe--de--ef-e-de---c---e--g--f--g---ed-efe--e---d---e---g-hk--h---h-g-f--g--gh---h-g-f---ef---gf--e---e-fg--e--fd---f-gh-g-f--g---gh--gf--ed-efe---d--e---g-hk--h---h--hg---hk--gf--f---ef--g--e---f-e-d--d---e---f--g--f---gf--ed-efe--e,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pu XIV A 19,,001v,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,cd--ef-e-d--d---gf---g---fe--de--ef-e-de---c---e--g--e--g---ed-efe--e---d---e---g-hk--h---h-g-f--g--gh---gf---f---gf--ed---fg--f--e---f-gh-g--fg---gh--gf--ed-efe---d--e---g-hk--h---h--hf---hk--gf--f---e-fg--f--ec---ef-e-d--d---e---f--g--f---g--edfe--e,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pu XXIII A 2,,003r,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,cd--e--f-e-d---gf---ghg---fe--de--ef-e-de---c---e--g--f--ghg---ed-efe--e---d---e---g--hk-h---h-g-f--g--gh---h-g-f---e-fg---g-f-ef--ed---e-fg--f--e---f-gh-g-f--g---ghg--ed-efe--e---d--e---g-hk--h---h--h---hk--gf--f---e-fg--f--e---f-e-d-c--d---e---f--g--ef---g--edfe--e,,,
,,Bethleem non es minima*,001737,,,,CZ-PLm 504 C 004,,009v,,,,feast_1765,genre_a,office_v,,,,Bethleem non es minima*,,cd--ef-e-dc--d---gf---ghg---fe--de--ef-ede,,,
,,Bethleem non es*,001737,4,,,NL-Uu 406,5,021r,,,,feast_1202,genre_a,office_v,,,,Bethleem non es*,,cdf--f--fed---gf---g,,,
,,Bethleem*,001737,4?,,,CH-E 611,2.,007v,,,,feast_0437,genre_a,office_m,,,,Bethleem*,,cdf--f--fdc-d,,,
,,Bethleem*,001737,4?,,,CH-E 611,2.,010r,,,,feast_0444,genre_a,office_m,,,,Bethleem*,,cf-f--f-fed--d,,,
,,Bethlehem non es minima in principibus ,001737,,,,CZ-Pn XII A 24,1,001v,,,,feast_0944,genre_a,,,,,Bethlehem non es minima in principibus Iuda ex te enim exiet dux qui regat populum meum Ysrahel ipse enim salvum faciet populum suum a peccatis eorum,,cd--ef-e-d-c--d---gf---ghg---fe--de--ef-e-de---c---e--g--f--ghg---ed-efe--e---d---e---ghk--h---h-g-f--g--gh---gf---efg---g-f-ef--ed---def--f--fe---f-gh-g-f--g---ghg--ed-efe--e---d--e---ghk--h---h--hg---hk--gf--f---efg--f--ed---ef-e-d-c--d---e---f--g--f---ghg--ed-efe--e,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,A-VOR Cod. 259/I,,071r,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,dg--h--g-f-e---df--egh--g---hk--h--gf--gh---g--df--egh--df---efg--fe--dc---f--g---hfge-dec-ef,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-HKm II A 4,,027v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,cg--g--f-e-d---df--egh--g---hk--h--gf--gh---g--df--egh--df---e-fg--fe--dc---f--g---hf-ge-dec-de,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-PLm 504 C 004,,009v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,ddh--h--g-f-e---df--e-f-gh--g---hk--h--gf--gh---g--df--efgh--df---efg--fe--d---f--g---hfgedecde,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-Pn XV A 10,,040v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,dh--h--g-f-e---df--e-f-gh--g---hk--h--gf--gh---gg--df--e-f-gh--df---e-fg--fe--d---f--g---hf-ge-dec-de,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-Pu I D 20,6,014r,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,dh--h--gfe---df--e-f-gh--g---hk--h--gf--gh---g--df--eg-eh--df---e-fg--fe--dc---f--g---hf-dge-dec-de,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-Pu XVII E 1,1,026v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,dh--h--g-f-e---df--e-gh--g---hk--h--gf--gh---gd--fe--gh--df-e---fg--fe--dc---f--g---h-fge-d-e-c,,,
,,Constantes estote videbitis,007040a,3S,,,F-Pn lat. 12044,01,007v,,,,feast_1765,genre_v,office_v2,,,,Constantes estote videbitis auxilium domini super vos,,dh--hg--gfe---df--ef-gh--g---hk--h--gf--gh---gf--f--ef-ghd--de---g--fe--d---d--fh---h--fge-dec-de,,,
,,Constantes estote videbitis,007040a,4S,,,A-KN 1010,01,021r,,,,feast_1765,genre_v,office_v2,,,,Constantes estote videbitis auxilium domini super vos,,dh-hhe-gfe--df-efgh-g--h-h-gf-gh--gg-dfefgh-def--efg-fe-dc--f-gh--hfgedecdee,,,
,,Constantes estote videbitis,007040a,4S,,,A-Wn 1799**,01,017r,,,,feast_1202,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,dh--gh--gfe---df--ef-gh--g---hi--h--gf--gh---gf--f--ef-ghd--de---g--fe--d---f--gh---h-fhe-dec-de,,,
